City,Date,AQI,PM2.5,PM10,NO2,CO,SO2,O3
Thiruvananthapuram,2020-04-28,60.0,23.84,44.32,10.01,0.44,5.62,44.55
Thiruvananthapuram,2020-04-29,57.0,18.54,34.48,9.67,0.51,5.52,38.97
Thiruvananthapuram,2020-04-30,57.0,20.57,48.19,9.52,0.46,5.32,39.23
Thiruvananthapuram,2020-05-01,54.0,17.43,43.59,8.01,0.45,5.29,34.11
Thiruvananthapuram,2020-05-02,55.0,23.64,48.64,7.73,0.49,5.4,40.83
Thiruvananthapuram,2020-05-03,58.0,18.36,47.16,5.68,0.46,5.36,38.72
Thiruvananthapuram,2020-05-04,55.0,25.86,47.67,8.81,0.45,5.42,36.06
Thiruvananthapuram,2020-05-05,63.0,25.74,54.3,9.57,0.47,5.23,42.54
Thiruvananthapuram,2020-05-06,66.0,20.76,45.58,11.07,0.58,5.68,37.83
Thiruvananthapuram,2020-05-07,59.0,18.51,47.43,11.05,0.51,6.11,29.32
Thiruvananthapuram,2020-05-08,61.0,13.96,36.69,10.21,0.47,5.19,24.44
Thiruvananthapuram,2020-05-09,63.0,15.85,39.05,11.5,0.58,5.46,26.44
Thiruvananthapuram,2020-05-10,63.0,14.9,37.16,7.09,0.43,5.92,30.16
Thiruvananthapuram,2020-05-11,66.0,13.68,34.67,10.53,0.53,5.88,24.78
Thiruvananthapuram,2020-05-12,65.0,19.88,52.48,11.7,0.6,5.73,26.32
Thiruvananthapuram,2020-05-13,47.0,12.83,29.49,10.69,0.57,6.3,27.01
Thiruvananthapuram,2020-05-14,53.0,15.39,38.91,11.0,0.53,5.26,28.47
Thiruvananthapuram,2020-05-15,58.0,16.76,40.97,11.74,0.49,6.17,34.35
Thiruvananthapuram,2020-05-16,59.0,15.99,31.34,10.75,0.56,5.78,43.58
Thiruvananthapuram,2020-05-17,60.0,15.08,40.82,6.28,0.43,5.91,48.44
Thiruvananthapuram,2020-05-18,64.0,15.7,33.81,10.31,0.53,4.94,47.64
Thiruvananthapuram,2020-05-19,62.0,20.75,44.22,9.92,0.49,4.88,37.95
Thiruvananthapuram,2020-05-20,56.0,20.26,39.46,10.53,0.52,5.15,31.41
Thiruvananthapuram,2020-05-21,48.0,12.19,29.47,11.68,0.5,5.09,32.17
Thiruvananthapuram,2020-05-22,48.0,11.41,30.8,11.6,0.54,5.12,35.45
Thiruvananthapuram,2020-05-23,39.0,14.91,37.29,10.08,0.51,5.73,25.23
Thiruvananthapuram,2020-05-24,46.0,16.15,35.54,6.67,0.43,6.1,32.04
Thiruvananthapuram,2020-05-25,50.0,18.14,47.13,11.59,0.53,5.78,21.75
Thiruvananthapuram,2020-05-26,47.0,16.22,35.47,12.74,0.62,5.93,25.07
Thiruvananthapuram,2020-05-27,56.0,16.68,41.6,12.73,0.54,5.29,27.19
Thiruvananthapuram,2020-05-28,56.0,17.4,40.45,12.44,0.56,6.18,27.9
Thiruvananthapuram,2020-05-29,54.0,12.51,32.58,12.63,0.64,5.53,24.31
Thiruvananthapuram,2020-05-30,54.0,9.86,29.67,11.45,0.61,7.33,26.96
Thiruvananthapuram,2020-05-31,50.0,9.51,17.71,5.53,0.43,6.92,34.17
Thiruvananthapuram,2020-06-01,42.0,9.56,16.64,9.5,0.5,5.32,23.69
Thiruvananthapuram,2020-06-02,48.0,12.31,22.06,13.1,0.47,4.94,16.83
Thiruvananthapuram,2020-06-03,35.0,11.92,23.91,9.15,0.25,4.64,14.84
Thiruvananthapuram,2020-06-04,32.0,16.61,34.41,10.73,0.27,3.39,8.66
Thiruvananthapuram,2020-06-05,38.0,16.81,36.22,12.68,0.29,3.74,9.92
Thiruvananthapuram,2020-06-06,35.0,10.76,23.4,12.19,0.46,6.39,23.05
Thiruvananthapuram,2020-06-07,35.0,10.15,32.1,4.65,0.42,8.92,27.2
Thiruvananthapuram,2020-06-08,41.0,14.49,40.8,13.05,0.64,6.82,24.13
Thiruvananthapuram,2020-06-09,41.0,23.6,49.5,8.09,0.38,6.87,20.87
Thiruvananthapuram,2020-06-10,46.0,22.93,45.57,11.56,0.53,6.08,19.07
Thiruvananthapuram,2020-06-11,46.0,24.21,42.51,15.02,0.61,6.31,16.1
Thiruvananthapuram,2020-06-12,49.0,28.64,48.84,15.66,0.54,6.27,12.38
Thiruvananthapuram,2020-06-13,52.0,26.26,46.15,11.41,0.46,6.22,17.69
Thiruvananthapuram,2020-06-14,38.0,17.45,34.44,7.41,0.42,7.35,23.68
Thiruvananthapuram,2020-06-15,45.0,28.24,47.31,13.69,0.65,7.19,21.01
Thiruvananthapuram,2020-06-16,51.0,24.39,46.31,12.67,0.58,7.66,17.99
Thiruvananthapuram,2020-06-17,58.0,27.92,57.72,12.51,0.54,5.72,15.06
Thiruvananthapuram,2020-06-18,57.0,23.96,48.74,12.01,0.55,6.18,19.28
Thiruvananthapuram,2020-06-19,50.0,20.32,41.01,11.08,0.43,6.04,20.45
Thiruvananthapuram,2020-06-20,43.0,19.9,40.99,11.77,0.56,5.35,20.2
Thiruvananthapuram,2020-06-21,42.0,15.74,31.24,7.52,0.38,5.56,20.74
Thiruvananthapuram,2020-06-22,40.0,16.89,34.27,10.63,0.56,4.98,23.96
Thiruvananthapuram,2020-06-23,50.0,28.45,54.74,14.36,0.67,5.36,26.45
Thiruvananthapuram,2020-06-24,70.0,34.68,67.22,12.35,0.5,6.54,23.23
Thiruvananthapuram,2020-06-25,58.0,28.01,51.15,13.57,0.51,6.14,27.5
Thiruvananthapuram,2020-06-26,46.0,18.78,32.5,11.17,0.56,6.23,30.8
Thiruvananthapuram,2020-06-27,42.0,18.06,36.04,9.5,0.61,8.38,29.89
Thiruvananthapuram,2020-06-28,43.0,22.51,43.97,7.38,0.61,8.32,27.73
Thiruvananthapuram,2020-06-29,49.0,23.17,46.71,10.75,0.68,8.07,25.61
Thiruvananthapuram,2020-06-30,40.0,20.66,41.53,9.93,0.53,8.4,26.0
Thiruvananthapuram,2020-07-01,41.0,2.0,35.0,2.3,0.42,6.15,22.1
Visakhapatnam,2016-07-07,81.0,35.33,84.31,44.35,0.84,5.07,25.24
Visakhapatnam,2016-07-08,112.0,40.64,92.73,52.89,1.07,6.57,16.24
Visakhapatnam,2016-07-09,81.0,33.25,77.65,45.37,1.0,8.79,18.38
Visakhapatnam,2016-07-10,81.0,26.64,69.68,36.51,0.88,9.97,27.98
Visakhapatnam,2016-07-11,79.0,23.92,70.52,39.01,0.89,9.72,24.73
Visakhapatnam,2016-07-12,79.0,28.42,84.49,42.76,1.09,8.99,27.01
Visakhapatnam,2016-07-13,90.0,35.71,75.77,48.4,1.07,9.33,28.83
Visakhapatnam,2016-07-14,93.0,37.09,98.23,49.9,1.09,9.28,33.36
Visakhapatnam,2016-07-15,112.0,43.67,103.08,49.19,1.02,6.74,26.01
Visakhapatnam,2016-07-16,104.0,44.76,111.15,47.01,1.1,4.76,33.86
Visakhapatnam,2016-07-17,102.0,41.11,94.44,48.83,1.1,7.73,29.34
Visakhapatnam,2016-07-18,95.0,46.5,96.07,49.36,1.09,11.05,39.16
Visakhapatnam,2016-07-19,127.0,33.54,80.51,65.03,1.9,11.57,28.7
Visakhapatnam,2016-07-20,135.0,11.98,103.34,37.86,0.95,19.13,67.74
Visakhapatnam,2016-07-23,105.0,27.32,83.02,37.5,0.78,18.54,47.74
Visakhapatnam,2016-08-28,63.0,9.53,32.93,12.87,0.43,11.18,43.5
Visakhapatnam,2016-08-29,53.0,8.91,34.51,12.77,0.41,11.8,41.29
Visakhapatnam,2016-08-30,60.0,10.56,35.2,12.97,0.47,12.63,38.43
Visakhapatnam,2016-09-04,67.0,37.11,57.14,26.57,0.46,21.12,17.67
Visakhapatnam,2016-09-13,73.0,22.89,54.42,28.03,0.59,18.84,27.81
Visakhapatnam,2016-09-14,64.0,28.28,55.62,23.62,0.73,15.97,32.27
Visakhapatnam,2016-09-15,71.0,13.46,27.95,14.2,0.51,12.08,42.39
Visakhapatnam,2016-09-16,65.0,24.93,47.83,25.39,0.58,20.6,37.3
Visakhapatnam,2016-09-21,49.0,13.75,29.45,14.05,0.4,10.11,26.54
Visakhapatnam,2016-09-22,55.0,12.67,27.2,8.62,0.42,15.35,38.02
Visakhapatnam,2016-09-23,90.0,19.93,33.15,20.31,0.94,15.79,35.97
Visakhapatnam,2016-09-24,78.0,27.57,55.19,35.71,1.27,19.36,22.13
Visakhapatnam,2016-09-25,85.0,23.78,51.23,26.18,1.02,15.03,30.47
Visakhapatnam,2016-09-26,89.0,36.71,64.6,36.36,1.3,19.0,25.59
Visakhapatnam,2016-09-27,108.0,62.52,103.15,56.17,1.91,20.52,16.48
Visakhapatnam,2016-09-28,130.0,72.4,118.07,45.89,1.44,11.11,21.68
Visakhapatnam,2016-09-29,113.0,60.73,92.72,44.06,1.28,18.29,25.04
Visakhapatnam,2016-09-30,104.0,54.76,96.82,50.32,1.3,22.54,17.98
Visakhapatnam,2016-10-01,94.0,40.24,72.92,38.29,1.01,16.68,25.81
Visakhapatnam,2016-10-02,132.0,71.57,99.21,43.55,1.18,16.61,53.92
Visakhapatnam,2016-10-04,104.0,44.1,93.36,45.35,1.03,24.17,25.85
Visakhapatnam,2016-10-06,105.0,51.42,94.82,41.1,0.97,17.9,31.39
Visakhapatnam,2016-10-07,85.0,37.61,79.35,42.34,0.76,13.62,19.19
Visakhapatnam,2016-10-08,95.0,50.36,102.59,50.06,1.23,20.11,11.78
Visakhapatnam,2016-10-09,97.0,43.12,87.66,42.1,0.82,19.9,16.01
Visakhapatnam,2016-10-10,90.0,45.73,92.35,40.62,1.06,22.14,26.02
Visakhapatnam,2016-10-11,108.0,43.88,83.88,30.35,1.15,11.31,28.35
Visakhapatnam,2016-10-18,123.0,65.83,112.08,45.39,1.1,14.24,47.41
Visakhapatnam,2016-10-19,121.0,66.14,105.53,50.18,1.04,12.48,42.08
Visakhapatnam,2016-10-20,116.0,64.67,112.79,56.35,1.13,15.17,43.97
Visakhapatnam,2016-10-21,118.0,64.92,101.08,60.75,1.23,13.5,33.92
Visakhapatnam,2016-10-22,122.0,66.93,100.71,68.56,1.34,18.09,28.29
Visakhapatnam,2016-10-25,142.0,60.85,108.64,62.1,1.29,22.65,39.3
Visakhapatnam,2016-10-26,110.0,63.31,96.76,67.62,1.21,15.88,44.27
Visakhapatnam,2016-10-27,104.0,47.62,101.06,26.48,0.8,12.67,53.25
Visakhapatnam,2016-10-28,147.0,44.65,76.94,32.65,1.01,6.99,53.31
Visakhapatnam,2016-10-29,91.0,44.44,81.9,25.0,0.86,7.73,26.08
Visakhapatnam,2016-10-30,76.0,44.81,74.15,24.3,0.79,14.42,44.42
Visakhapatnam,2016-10-31,89.0,58.43,96.69,29.01,0.97,10.38,52.16
Visakhapatnam,2016-11-01,117.0,64.91,93.18,43.66,1.06,11.89,38.43
Visakhapatnam,2016-11-02,82.0,37.5,65.46,19.09,0.77,7.61,34.08
Visakhapatnam,2016-11-03,67.0,29.34,53.15,18.55,0.77,9.45,36.52
Visakhapatnam,2016-11-04,55.0,12.94,30.1,17.48,0.67,5.62,24.79
Visakhapatnam,2016-11-05,56.0,18.14,36.89,21.59,0.71,8.4,31.53
Visakhapatnam,2016-11-06,83.0,48.11,92.4,45.09,1.05,14.04,38.94
Visakhapatnam,2016-11-07,113.0,71.88,112.68,54.12,1.21,12.59,40.8
Visakhapatnam,2016-11-08,133.0,67.16,105.6,70.94,1.46,18.95,34.74
Visakhapatnam,2016-11-11,114.0,68.5,94.0,61.14,1.64,19.71,56.0
Visakhapatnam,2016-11-12,132.0,56.0,94.0,60.94,1.62,19.54,67.32
Visakhapatnam,2016-11-13,129.0,78.65,120.82,28.57,1.2,8.27,80.0
Visakhapatnam,2016-11-14,163.0,77.51,115.91,26.66,1.15,9.79,75.77
Visakhapatnam,2016-11-15,150.0,68.7,106.53,26.07,1.13,8.59,70.65
Visakhapatnam,2016-11-19,120.0,64.44,113.83,61.25,1.45,17.52,56.33
Visakhapatnam,2016-11-20,119.0,66.78,107.4,63.11,1.53,16.82,56.55
Visakhapatnam,2016-11-21,125.0,66.07,110.91,68.27,1.59,18.76,48.74
Visakhapatnam,2016-11-27,116.0,61.53,102.83,69.96,1.58,20.38,53.4
Visakhapatnam,2016-11-28,125.0,68.77,105.94,63.18,1.55,23.3,61.76
Visakhapatnam,2016-12-02,93.0,41.55,80.48,30.56,0.99,6.67,58.45
Visakhapatnam,2016-12-03,82.0,32.6,67.24,26.56,0.94,8.0,55.43
Visakhapatnam,2016-12-06,113.0,43.18,77.91,28.66,1.0,10.04,76.9
Visakhapatnam,2016-12-18,120.0,59.38,107.2,67.64,1.48,18.63,56.03
Visakhapatnam,2016-12-23,124.0,65.86,96.71,71.11,1.67,20.15,50.28
Visakhapatnam,2016-12-25,126.0,63.52,101.09,64.9,1.63,14.27,46.2
Visakhapatnam,2016-12-27,133.0,66.59,108.45,53.96,1.55,12.91,55.78
Visakhapatnam,2016-12-29,116.0,56.0,94.0,57.45,1.69,8.02,65.25
Visakhapatnam,2016-12-30,116.0,56.0,94.0,53.1,1.67,5.13,65.98
Visakhapatnam,2016-12-31,107.0,71.19,112.65,55.17,1.57,6.8,56.32
Visakhapatnam,2017-01-01,147.0,63.51,97.56,38.43,1.38,1.44,55.05
Visakhapatnam,2017-01-02,102.0,38.25,77.84,33.05,1.1,1.23,49.63
Visakhapatnam,2017-01-03,98.0,62.3,101.33,42.11,1.32,6.48,50.55
Visakhapatnam,2017-01-04,117.0,66.77,100.24,46.67,1.39,4.81,64.8
Visakhapatnam,2017-01-07,110.0,47.15,88.98,59.46,1.41,6.3,54.57
Visakhapatnam,2017-01-08,108.0,57.31,92.42,51.83,1.35,3.42,56.85
Visakhapatnam,2017-01-09,103.0,56.08,95.9,60.14,1.46,6.48,47.06
Visakhapatnam,2017-01-10,108.0,61.58,96.12,63.83,1.5,13.46,39.83
Visakhapatnam,2017-01-11,102.0,55.21,97.03,52.63,1.36,16.88,41.86
Visakhapatnam,2017-01-12,107.0,66.21,107.1,41.29,1.28,7.78,49.79
Visakhapatnam,2017-01-13,121.0,71.24,111.64,28.97,1.21,4.35,76.59
Visakhapatnam,2017-01-16,136.0,67.81,108.77,57.83,1.42,8.65,64.86
Visakhapatnam,2017-01-17,137.0,68.03,111.45,68.69,1.54,18.4,67.78
Visakhapatnam,2017-01-18,124.0,62.88,102.81,70.47,1.48,15.37,60.23
Visakhapatnam,2017-01-23,126.0,63.88,114.71,51.04,1.26,8.36,73.47
Visakhapatnam,2017-01-24,108.0,55.47,103.58,56.26,1.31,6.47,55.26
Visakhapatnam,2017-01-27,190.0,68.09,106.33,36.01,1.26,6.49,64.59
Visakhapatnam,2017-01-28,178.0,90.15,165.54,46.57,1.57,19.63,40.84
Visakhapatnam,2017-01-29,183.0,68.13,109.16,23.93,0.84,9.77,48.52
Visakhapatnam,2017-01-30,177.0,84.78,144.43,26.01,1.3,10.28,61.69
Visakhapatnam,2017-01-31,214.0,95.17,154.56,40.05,1.26,11.5,42.12
Visakhapatnam,2017-02-01,221.0,93.11,149.8,41.89,1.36,9.69,39.06
Visakhapatnam,2017-02-02,158.0,64.85,125.5,30.29,0.77,7.15,52.79
Visakhapatnam,2017-02-03,177.0,95.92,172.76,45.33,1.42,10.41,43.94
Visakhapatnam,2017-02-04,255.0,96.96,170.32,44.16,1.87,20.63,32.07
Visakhapatnam,2017-02-05,227.0,98.42,191.04,53.95,1.09,17.72,37.53
Visakhapatnam,2017-02-06,214.0,90.31,159.65,50.7,1.31,11.52,34.48
Visakhapatnam,2017-02-07,137.0,86.33,161.9,41.98,0.95,14.14,38.68
Visakhapatnam,2017-02-08,198.0,97.24,177.05,54.72,1.07,17.66,45.07
Visakhapatnam,2017-02-09,265.0,108.49,191.72,51.15,1.1,14.45,40.81
Visakhapatnam,2017-02-10,228.0,90.15,158.52,50.13,0.95,10.94,32.96
Visakhapatnam,2017-02-11,168.0,72.66,134.1,38.14,0.81,8.28,39.94
Visakhapatnam,2017-02-12,107.0,50.1,92.38,24.89,0.68,3.41,47.33
Visakhapatnam,2017-02-13,118.0,47.32,108.45,29.69,0.74,5.12,43.6
Visakhapatnam,2017-02-14,146.0,54.3,122.19,31.76,1.3,4.77,32.83
Visakhapatnam,2017-02-15,158.0,74.8,181.65,51.11,1.57,10.04,39.01
Visakhapatnam,2017-02-17,196.0,69.93,177.61,51.53,1.5,14.76,37.05
Visakhapatnam,2017-02-18,191.0,90.56,171.09,50.92,1.48,15.12,40.75
Visakhapatnam,2017-02-19,166.0,78.47,143.79,41.19,0.86,17.2,34.93
Visakhapatnam,2017-02-20,184.0,78.02,138.38,39.22,1.27,21.8,29.06
Visakhapatnam,2017-02-21,158.0,61.52,116.64,34.28,1.24,14.93,28.19
Visakhapatnam,2017-02-22,144.0,48.68,110.73,32.48,1.22,20.24,25.74
Visakhapatnam,2017-02-24,138.0,51.17,93.34,25.74,1.01,18.59,28.0
Visakhapatnam,2017-02-25,129.0,54.92,100.52,26.63,1.18,11.52,36.23
Visakhapatnam,2017-02-26,122.0,72.35,120.28,26.9,0.68,13.36,33.81
Visakhapatnam,2017-02-27,160.0,68.0,134.8,33.52,1.22,10.82,32.05
Visakhapatnam,2017-02-28,151.0,67.1,124.23,32.02,1.17,10.37,31.9
Visakhapatnam,2017-03-02,151.0,72.19,142.93,47.3,0.83,14.73,53.58
Visakhapatnam,2017-03-03,172.0,76.47,174.14,56.43,1.38,15.05,45.82
Visakhapatnam,2017-03-04,159.0,52.09,115.14,40.5,1.16,10.11,34.81
Visakhapatnam,2017-03-05,86.0,29.71,62.1,26.24,0.62,10.14,20.75
Visakhapatnam,2017-03-06,117.0,22.3,53.71,22.88,1.01,12.79,15.05
Visakhapatnam,2017-03-07,118.0,24.57,58.88,18.35,1.08,8.84,11.06
Visakhapatnam,2017-03-08,108.0,19.72,42.65,13.58,0.96,4.49,13.87
Visakhapatnam,2017-03-09,106.0,22.26,51.86,21.42,1.05,10.69,13.5
Visakhapatnam,2017-03-10,62.0,26.23,61.07,20.68,0.7,9.99,12.16
Visakhapatnam,2017-03-11,122.0,28.4,45.37,13.13,0.72,8.13,17.81
Visakhapatnam,2017-03-12,67.0,45.77,82.12,15.24,0.45,13.53,16.28
Visakhapatnam,2017-03-13,90.0,50.47,94.74,14.84,0.92,7.48,26.05
Visakhapatnam,2017-03-14,169.0,42.41,78.96,18.12,1.19,3.49,29.83
Visakhapatnam,2017-03-15,112.0,36.17,62.62,23.85,0.83,4.73,17.71
Visakhapatnam,2017-03-16,114.0,36.92,78.56,23.69,0.94,10.12,17.9
Visakhapatnam,2017-03-17,126.0,40.35,85.47,23.26,0.98,10.05,16.28
Visakhapatnam,2017-03-18,129.0,47.45,99.17,23.88,1.02,10.64,17.6
Visakhapatnam,2017-03-19,106.0,51.6,107.27,23.09,0.56,12.14,19.16
Visakhapatnam,2017-03-20,147.0,56.22,109.69,24.25,1.17,12.52,20.22
Visakhapatnam,2017-03-21,136.0,48.4,84.08,22.58,1.0,5.62,17.43
Visakhapatnam,2017-03-22,127.0,47.43,92.46,23.01,1.07,8.49,12.91
Visakhapatnam,2017-03-23,97.0,48.72,108.98,24.53,0.72,13.48,14.31
Visakhapatnam,2017-03-24,144.0,52.68,123.59,28.39,1.14,21.56,14.58
Visakhapatnam,2017-03-25,115.0,33.5,96.75,21.75,0.56,11.56,15.12
Visakhapatnam,2017-03-29,94.0,30.71,82.42,15.91,1.11,15.93,9.32
Visakhapatnam,2017-03-30,134.0,30.48,92.82,12.79,1.68,15.52,9.25
Visakhapatnam,2017-03-31,140.0,30.66,110.0,13.76,1.71,19.38,9.29
Visakhapatnam,2017-04-01,140.0,33.98,96.5,15.38,1.55,16.77,9.57
Visakhapatnam,2017-04-02,106.0,32.45,103.49,16.13,1.12,14.92,12.39
Visakhapatnam,2017-04-03,98.0,28.03,75.36,16.11,1.65,14.5,6.85
Visakhapatnam,2017-04-04,128.0,30.18,86.28,15.4,1.58,14.6,7.31
Visakhapatnam,2017-04-05,136.0,39.15,96.82,17.95,1.6,14.55,11.03
Visakhapatnam,2017-04-06,142.0,46.38,104.17,20.15,1.74,16.06,13.89
Visakhapatnam,2017-04-07,152.0,45.34,99.45,18.06,1.7,14.11,17.01
Visakhapatnam,2017-04-08,149.0,45.08,98.0,18.38,1.71,15.15,16.39
Visakhapatnam,2017-04-09,94.0,30.88,66.79,17.28,0.98,11.21,11.83
Visakhapatnam,2017-04-11,131.0,28.6,81.5,17.27,0.9,8.72,11.9
Visakhapatnam,2017-11-01,149.0,47.12,96.39,0.17,1.25,4.36,80.43
Visakhapatnam,2017-11-02,144.0,54.15,100.96,1.2879999999999998,1.26,5.16,78.48
Visakhapatnam,2017-11-03,141.0,39.54,83.03,2.4059999999999997,1.14,5.99,77.85
Visakhapatnam,2017-11-04,86.0,27.6,67.98,3.5239999999999996,0.73,5.63,70.0
Visakhapatnam,2017-11-05,82.0,23.59,57.01,4.6419999999999995,0.72,5.44,65.63
Visakhapatnam,2017-11-06,70.0,22.41,48.12,5.76,0.71,5.35,49.78
Visakhapatnam,2017-11-07,94.0,28.03,55.26,4.43,0.79,4.23,62.64
Visakhapatnam,2017-11-08,85.0,29.4,61.49,13.63,0.75,5.03,68.2
Visakhapatnam,2017-11-09,90.0,42.25,81.14,13.34,0.83,6.52,75.27
Visakhapatnam,2017-11-10,99.0,54.75,97.61,2.68,0.8,7.43,79.11
Visakhapatnam,2017-11-14,93.0,30.55,54.72,16.56,0.76,3.89,63.31
Visakhapatnam,2017-11-15,85.0,13.1,27.08,14.82,0.74,4.74,42.26
Visakhapatnam,2017-11-16,64.0,6.48,22.89,11.61,0.74,5.57,29.49
Visakhapatnam,2017-11-17,63.0,7.8,18.72,14.27,0.76,5.12,22.19
Visakhapatnam,2017-11-18,58.0,10.89,28.9,10.62,0.71,6.13,30.74
Visakhapatnam,2017-11-19,52.0,15.12,28.67,8.23,0.63,5.84,31.24
Visakhapatnam,2017-11-20,74.0,13.71,28.68,10.58,0.82,6.95,19.47
Visakhapatnam,2017-11-21,62.0,38.17,61.47,8.68,0.79,4.93,42.78
Visakhapatnam,2017-11-22,95.0,61.5,106.56,11.39,0.91,5.98,75.21
Visakhapatnam,2017-11-23,120.0,67.51,130.08,25.32,1.02,8.7,72.79
Visakhapatnam,2017-11-28,158.0,82.35,172.13,54.91,1.05,8.89,76.15
Visakhapatnam,2017-11-29,138.0,51.25,133.9,44.58,0.81,5.7,71.32
Visakhapatnam,2017-11-30,116.0,56.05,92.98,39.66,0.89,7.2,80.85
Visakhapatnam,2017-12-05,207.0,98.32,184.65,55.94,1.23,9.07,81.64
Visakhapatnam,2017-12-06,230.0,101.28,178.5,55.34,1.3,10.87,77.64
Visakhapatnam,2017-12-08,155.0,60.98,112.99,44.64,1.04,11.66,77.73
Visakhapatnam,2017-12-09,104.0,55.61,111.86,44.59,1.06,10.45,53.68
Visakhapatnam,2017-12-10,148.0,77.81,160.8,54.45,1.14,11.55,37.76
Visakhapatnam,2017-12-11,132.0,72.49,126.78,47.58,1.11,10.08,46.58
Visakhapatnam,2017-12-12,159.0,76.95,128.31,43.73,1.16,11.13,36.79
Visakhapatnam,2017-12-13,169.0,80.72,149.08,41.51,1.26,7.11,36.13
Visakhapatnam,2017-12-14,128.0,66.31,97.69,24.11,0.93,6.7,64.81
Visakhapatnam,2017-12-15,125.0,66.12,97.87,36.82,1.04,5.84,71.93
Visakhapatnam,2017-12-16,155.0,83.31,163.67,67.69,1.47,14.22,43.04
Visakhapatnam,2017-12-17,206.0,92.11,181.98,56.71,1.26,14.12,52.25
Visakhapatnam,2017-12-19,131.0,55.81,121.39,43.94,0.91,9.21,77.78
Visakhapatnam,2017-12-20,124.0,72.83,137.31,54.01,1.12,6.59,69.33
Visakhapatnam,2017-12-22,164.0,89.92,178.94,52.59,1.39,10.78,57.23
Visakhapatnam,2017-12-24,268.0,117.2,183.31,45.4,1.32,13.44,65.61
Visakhapatnam,2017-12-26,296.0,123.9,202.38,60.49,1.45,15.18,66.62
Visakhapatnam,2017-12-27,290.0,101.93,176.88,55.93,1.2,16.39,69.82
Visakhapatnam,2017-12-28,203.0,88.29,195.79,60.83,1.28,16.54,57.78
Visakhapatnam,2017-12-29,160.0,52.25,103.4,52.56,1.08,6.26,52.57
Visakhapatnam,2017-12-30,99.0,58.56,100.61,32.45,0.93,5.44,80.89
Visakhapatnam,2018-01-05,233.0,89.89,183.69,59.18,1.5,11.99,57.98
Visakhapatnam,2018-01-07,230.0,92.74,200.4,70.87,1.6,14.41,54.14
Visakhapatnam,2018-01-08,229.0,100.71,196.05,60.68,1.19,12.79,68.59
Visakhapatnam,2018-01-10,192.0,98.05,191.53,62.83,1.28,13.18,70.78
Visakhapatnam,2018-01-12,305.0,128.34,254.08,69.88,1.64,15.88,50.55
Visakhapatnam,2018-01-13,293.0,117.2,210.61,52.2,1.19,16.11,33.98
Visakhapatnam,2018-01-15,320.0,113.89,203.02,47.37,1.37,11.01,60.7
Visakhapatnam,2018-01-16,284.0,123.38,233.26,53.99,1.48,17.97,52.2
Visakhapatnam,2018-01-17,297.0,104.12,200.75,50.03,1.39,12.76,39.92
Visakhapatnam,2018-01-18,189.0,83.42,168.22,56.14,1.33,14.01,43.42
Visakhapatnam,2018-01-19,180.0,85.14,187.51,57.47,1.41,10.54,43.48
Visakhapatnam,2018-01-20,229.0,103.95,249.97,60.86,1.52,14.32,49.83
Visakhapatnam,2018-01-21,224.0,90.25,199.35,58.21,1.48,11.72,52.56
Visakhapatnam,2018-01-22,200.0,93.18,213.01,63.07,1.52,12.21,52.3
Visakhapatnam,2018-01-28,182.0,83.94,152.19,38.1,0.99,18.12,80.72
Visakhapatnam,2018-01-29,176.0,87.12,156.83,44.15,1.04,9.01,77.9
Visakhapatnam,2018-01-30,219.0,95.29,202.2,68.01,1.24,21.3,52.07
Visakhapatnam,2018-01-31,215.0,92.94,187.71,65.32,1.15,11.28,61.19
Visakhapatnam,2018-02-01,179.0,73.77,168.36,61.11,1.15,2.45,57.06
Visakhapatnam,2018-02-02,172.0,81.05,210.94,69.86,1.19,3.83,46.84
Visakhapatnam,2018-02-03,164.0,78.53,205.06,65.58,1.25,9.44,44.32
Visakhapatnam,2018-02-04,169.0,63.4,191.95,62.86,1.06,11.92,33.84
Visakhapatnam,2018-02-05,162.0,65.06,179.27,58.17,1.16,11.79,33.73
Visakhapatnam,2018-02-06,150.0,69.68,183.64,57.75,1.02,11.14,32.3
Visakhapatnam,2018-02-07,136.0,62.76,139.55,49.41,0.66,9.09,21.18
Visakhapatnam,2018-02-08,116.0,51.09,114.01,47.2,0.59,10.01,28.8
Visakhapatnam,2018-02-09,112.0,49.31,125.65,41.02,0.61,9.03,18.52
Visakhapatnam,2018-02-10,99.0,52.48,119.12,38.01,0.59,8.76,15.79
Visakhapatnam,2018-02-11,140.0,72.97,129.71,29.17,0.44,10.67,31.16
Visakhapatnam,2018-02-12,136.0,72.05,116.58,21.610000000000003,0.48,9.29,60.2
Visakhapatnam,2018-02-14,121.0,52.38,113.91,6.49,0.51,8.12,81.06
Visakhapatnam,2018-02-15,134.0,67.26,169.98,11.17,0.71,10.5,58.92
Visakhapatnam,2018-02-16,137.0,72.41,150.5,8.09,0.65,10.83,47.88
Visakhapatnam,2018-02-17,169.0,82.74,155.27,0.51,0.73,10.53,30.64
Visakhapatnam,2018-02-18,136.0,66.72,112.92,0.64,0.49,10.45,44.98
Visakhapatnam,2018-02-19,148.0,78.83,143.59,0.81,0.54,9.74,34.1
Visakhapatnam,2018-02-20,174.0,81.56,161.53,18.27,0.72,10.34,29.31
Visakhapatnam,2018-02-21,156.0,72.27,183.23,49.32,0.81,10.01,32.77
